Sr.no,Topic,Difficulty,Question,Answer
974,springboot,Intermediate,What is difference between @RestController and @Controller in Spring Boot,@RestController directly returns response body while @Controller returns view name
975,springboot,Intermediate,Explain this code @Profile(dev) @Component class A {},This bean will only be loaded when dev profile is active
976,springboot,Intermediate,What will happen in this code spring.profiles.active=prod in properties,Spring Boot will load prod configuration
977,springboot,Intermediate,Explain this code @ConfigurationProperties(prefix=db),Spring will bind properties starting with db to this class fields
978,springboot,Intermediate,What will happen in this code @ConditionalOnProperty(name=feature.enabled havingValue=true),Bean will be loaded only if property is true
979,springboot,Intermediate,Explain this code @RestControllerAdvice class GlobalHandler {},This class will handle exceptions globally for controllers
980,springboot,Intermediate,What will this code do logging.level.root=DEBUG,It will set log level to debug for whole application
981,springboot,Intermediate,Explain this code @EnableAutoConfiguration(exclude=SecurityAutoConfiguration.class),It will disable security auto configuration
982,springboot,Intermediate,What will happen in this code spring.jpa.hibernate.ddl auto=update,It will automatically update database schema based on entities
983,springboot,Intermediate,Explain this code @Value(${my.app.name}) private String name,Spring will inject value from properties file into this field
984,springboot,Intermediate,What will happen if database properties are wrong,Application will fail at startup because datasource cannot be created
985,springboot,Advanced,Your Spring Boot application is starting very slowly so how will you analyze it,First I will enable startup logs and actuator and check which beans are taking long time to initialize
986,springboot,Advanced,How do you debug auto configuration issues in Spring Boot,We enable debug mode and check auto configuration report to see what is getting applied
987,springboot,Advanced,Your application works locally but fails in server so how will you approach this,First I will check profiles environment variables and configuration differences
988,springboot,Advanced,What happens internally when Spring Boot application starts,It creates application context loads auto configuration scans components creates beans and then starts embedded server
989,springboot,Advanced,How do you reduce memory usage of Spring Boot application,We reduce object creation disable unused auto configs and tune JVM options
990,springboot,Advanced,What is difference between embedded server and external server in real deployment,Embedded server runs inside app while external server needs separate deployment and management
991,springboot,Advanced,How do you design Spring Boot application for high traffic,We use proper caching connection pooling async processing and scale horizontally
992,springboot,Advanced,How do you monitor Spring Boot application in production,We use actuator metrics logs and external monitoring tools
993,springboot,Advanced,Your service sometimes gives slow response but CPU is fine so what will you check,I will check database calls external API calls and thread blocking issues
994,springboot,Advanced,What is graceful shutdown and why it is important,Graceful shutdown allows running requests to complete before application stops
995,springboot,Advanced,How do you handle configuration in container based deployment,We use environment variables and external config instead of hardcoding
996,springboot,Advanced,What is difference between reactive and normal Spring Boot,Reactive is non blocking and uses event driven model while normal is thread per request
997,springboot,Advanced,When should you choose reactive approach,When handling large number of concurrent requests with IO heavy operations
998,springboot,Advanced,How do you handle versioning of REST APIs in Spring Boot,We use URL versioning or header based versioning to manage changes
999,springboot,Advanced,What is blue green deployment and how Spring Boot fits into it,It is deployment strategy where we switch traffic between two versions and Spring Boot works well due to fast startup
1000,springboot,Advanced,Explain this code spring.main.lazy initialization=true,This will delay bean creation until they are actually needed
1001,springboot,Advanced,What will happen in this code management.endpoints.web.exposure.include=health info metrics,It will expose these actuator endpoints
1002,springboot,Advanced,Explain this code @ConditionalOnMissingBean class A {},Spring will create this bean only if no other bean of this type exists
1003,springboot,Advanced,What will happen in this code @SpringBootApplication(excludeName=org.example.SomeAutoConfig),That auto configuration will be skipped during startup
1004,springboot,Advanced,Explain this code server.shutdown=graceful,Application will wait for ongoing requests to finish before stopping
1005,springboot,Advanced,What will happen in this code spring.datasource.hikari.maximum pool size=50,It will set maximum database connection pool size to 50
1006,springboot,Advanced,Explain this code @EnableCaching,It will enable caching support in application
1007,springboot,Advanced,What will happen in this code @Async on a method,Method will run in separate thread and return immediately
1008,springboot,Advanced,Explain this code @Scheduled(fixedRate=5000),This method will run every five seconds
1009,springboot,Advanced,What will happen if actuator endpoints are exposed without security,It can leak sensitive information and is security risk
